Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,pH_Status,Moisture_Status,N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,Organic_1,Organic_2,Organic_3,pH_Amendment,Moisture_Action,Model_Prediction
29.94,59.57,66.89,Loamy,Rice,67,73,109,6.7,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Bone meal,Wood ash,Bone meal,Maintain pH,Maintain moisture,DAP
24.16,64.38,76.82,Loamy,Soybean,89,4,74,7.15,Optimal,Excess,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,FYM,FYM,Maintain pH,Drainage,DAP
28.13,48.75,60.21,Loamy,Millets,89,58,171,6.81,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Green leaf manure,Wood ash,Rock phosphate,Maintain pH,Maintain moisture,DAP
22.65,87.22,28.67,Clayey,Rice,53,3,29,6.54,Optimal,Deficient,Optimal,Deficient,Deficient,MOP,SSP,PSB,Wood ash,FYM,Maintain pH,Irrigation,MOP
25.48,35.93,33.9,Loamy,Soybean,64,48,113,6.84,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Rock phosphate,FYM,Rhizobium inoculation,Maintain pH,Maintain moisture,DAP
29.99,90.08,76.42,Sandy,Rice,34,67,179,7.54,Alkaline,Excess,Deficient,Optimal,Excess,Ammonium Sulphate,SOP,Azolla,Wood ash,FYM,Gypsum,Drainage,Ammonium Sulphate
33.19,77.19,67.38,Clayey,Maize,59,69,49,5.88,Acidic,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Banana stem compost,FYM,PSB,Lime,Maintain moisture,DAP
18.18,50.83,79.03,Sandy,Wheat,70,34,75,7.2,Optimal,Excess,Optimal,Deficient,Optimal,TSP,SSP,Poultry manure,Mustard cake,Poultry manure,Maintain pH,Drainage,TSP
19.38,50.06,82.88,Loamy,Maize,54,78,45,6.72,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SSP,Rock phosphate,Banana stem compost,Banana stem compost,Maintain pH,Drainage,DAP
15.91,58.55,22.27,Loamy,Tea,46,81,68,7.05,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SOP,Mustard cake,Poultry manure,Mustard cake,Maintain pH,Irrigation,DAP
20.05,48.41,44.1,Sandy,Groundnut,87,24,79,7.13,Optimal,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Banana compost,Rock phosphate,Maintain pH,Maintain moisture,SSP
25.52,92.19,15.68,Clayey,Pulses,86,97,114,7.11,Optimal,Deficient,Optimal,Excess,Optimal,DAP,SSP,Wood ash,Rhizobium inoculation,Wood ash,Maintain pH,Irrigation,DAP
26.9,59.61,23.51,Loamy,Groundnut,19,44,173,6.54,Optimal,Deficient,Deficient,Optimal,Excess,Ammonium Sulphate,MOP,Neem cake,Neem cake,FYM,Maintain pH,Irrigation,Ammonium Sulphate
25.9,81.85,62.45,Loamy,Cotton,35,49,90,6.15,Optimal,Optimal,Deficient,Optimal,Optimal,Urea,MOP,Vermicompost,Ash,FYM,Maintain pH,Maintain moisture,Urea
25.51,91.22,25.56,Clayey,Sugarcane,87,94,45,6.39,Optimal,Deficient,Optimal,Excess,Optimal,DAP,SSP,Banana trash compost,Rock phosphate,Rock phosphate,Maintain pH,Continuous irrigation,DAP
28.05,69.86,62.82,Loamy,Cotton,74,35,21,6.7,Optimal,Optimal,Optimal,Optimal,Deficient,SOP,DAP,Ash,Banana peel compost,Ash,Maintain pH,Maintain moisture,SOP
26.37,77.4,29.59,Sandy,Groundnut,32,64,31,7.48,Optimal,Deficient,Deficient,Optimal,Deficient,Ammonium Sulphate,MOP,Neem cake,Banana compost,Banana compost,Maintain pH,Irrigation,Ammonium Sulphate
26.13,92.92,49.19,Clayey,Maize,80,76,10,6.76,Optimal,Optimal,Optimal,Optimal,Deficient,MOP,DAP,Wood ash,Rock phosphate,Rock phosphate,Maintain pH,Maintain moisture,MOP
33.72,58.7,76.83,Loamy,Groundnut,54,31,12,6.81,Optimal,Excess,Optimal,Deficient,Deficient,MOP,SSP,Rock phosphate,Wood ash,Wood ash,Maintain pH,Drainage,MOP
26.91,35.62,37.43,Loamy,Maize,36,39,148,6.68,Optimal,Optimal,Deficient,Optimal,Excess,CAN,MOP,Green manure,Green manure,Green manure,Maintain pH,Maintain moisture,CAN
22.44,52.87,36.44,Loamy,Coffee,80,84,147,6.84,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Rock phosphate,Banana stem compost,Oilseed cakes,Maintain pH,Maintain moisture,DAP
20.37,53.31,21.02,Sandy,Pulses,54,77,35,7.4,Optimal,Deficient,Optimal,Optimal,Deficient,MOP,DAP,Banana waste,Compost,Compost,Maintain pH,Irrigation,MOP
28.4,37.07,38.72,Loamy,Maize,15,55,89,7.26,Optimal,Optimal,Deficient,Optimal,Optimal,CAN,MOP,FYM,FYM,Wood ash,Maintain pH,Maintain moisture,CAN
24.8,38.12,35.02,Loamy,Wheat,90,33,94,6.34,Optimal,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Wood ash,Mustard cake,Maintain pH,Maintain moisture,SSP
30.22,49.4,51.74,Sandy,Rice,71,30,103,7.47,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Wood ash,Bone meal,Maintain pH,Maintain moisture,DAP
23.34,83.71,63.62,Loamy,Soybean,29,57,111,6.54,Optimal,Optimal,Deficient,Optimal,Optimal,DAP starter,MOP,Rhizobium inoculation,Bone meal,Vermicompost,Maintain pH,Maintain moisture,DAP starter
22.47,35.76,37.3,Loamy,Millets,26,25,164,7.24,Optimal,Optimal,Deficient,Deficient,Excess,Urea (small doses),SSP,Green leaf manure,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,Urea (small doses)
24.86,42.82,30.73,Clayey,Maize,90,92,80,6.27,Optimal,Optimal,Optimal,Excess,Optimal,DAP,MOP,FYM,Wood ash,Banana stem compost,Maintain pH,Maintain moisture,DAP
33.88,77.67,62.97,Clayey,Rice,97,6,166,6.25,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,Bone meal,FYM,FYM,Maintain pH,Maintain moisture,SSP
20.77,52.27,25.8,Loamy,Groundnut,56,49,146,6.61,Optimal,Deficient,Optimal,Optimal,Excess,DAP,MOP,Wood ash,FYM,Neem cake,Maintain pH,Irrigation,DAP
10.6,86.93,75.49,Loamy,Wheat,91,59,172,6.44,Optimal,Excess,Optimal,Optimal,Excess,DAP,MOP,Vermicompost,Azotobacter,Banana peel manure,Maintain pH,Drainage,DAP
19.69,62.44,21.6,Loamy,Tea,7,66,167,7.29,Optimal,Deficient,Deficient,Optimal,Excess,Urea,SOP,FYM,Banana peel compost,Vermicompost,Maintain pH,Irrigation,Urea
19.91,86.13,48.16,Clayey,Soybean,115,99,71,5.86,Acidic,Optimal,Excess,Excess,Optimal,DAP,MOP,Rhizobium inoculation,Rhizobium inoculation,Vermicompost,Lime,Maintain moisture,DAP
19.67,92.22,46.57,Loamy,Coffee,72,76,153,5.81,Acidic,Optimal,Optimal,Optimal,Excess,DAP,SOP,FYM,Oilseed cakes,Rock phosphate,Lime,Maintain moisture,DAP
29.96,76.76,16.23,Loamy,Pulses,105,81,100,6.53,Optimal,Deficient,Excess,Optimal,Optimal,DAP,SSP,Wood ash,FYM,Compost,Maintain pH,Irrigation,DAP
26.33,91.22,46.67,Loamy,Cotton,93,49,2,6.27,Optimal,Optimal,Optimal,Optimal,Deficient,SOP,SSP,Ash,FYM,Ash,Maintain pH,Maintain moisture,SOP
23.79,85.44,36.91,Clayey,Tea,90,85,143,5.53,Acidic,Optimal,Optimal,Optimal,Excess,DAP,SOP,Rock phosphate,Mustard cake,Rock phosphate,(Prefers acidic),Maintain moisture,DAP
24.45,46.1,15.47,Loamy,Pulses,117,36,175,5.98,Acidic,Deficient,Excess,Optimal,Excess,DAP,MOP,Banana waste,FYM,FYM,Lime,Irrigation,DAP
11.47,75.8,82.38,Sandy,Wheat,118,24,74,8.21,Alkaline,Excess,Excess,Deficient,Optimal,TSP,SSP,Poultry manure,Azotobacter,Mustard cake,Organic matter,Drainage,TSP
14.18,75.99,18.65,Loamy,Tea,107,5,82,6.61,Optimal,Deficient,Excess,Deficient,Optimal,Rock Phosphate,SSP,Rock phosphate,Neem cake,Rock phosphate,Maintain pH,Irrigation,Rock Phosphate
13.77,69.43,25.14,Loamy,Wheat,49,45,100,6.89,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SSP,Wood ash,Rock phosphate,Rock phosphate,Maintain pH,Irrigation (CRI/booting/grain filling),DAP
25.13,46.81,82.27,Loamy,Rice,79,2,60,6.52,Optimal,Excess,Optimal,Deficient,Optimal,SSP,MOP,Bone meal,Rock phosphate,Wood ash,Maintain pH,Drainage,SSP
26.25,91.91,27.53,Sandy,Soybean,14,45,160,6.82,Optimal,Deficient,Deficient,Optimal,Excess,DAP starter,MOP,Rhizobium inoculation,FYM,Bone meal,Maintain pH,Irrigation,DAP starter
14.04,59.66,66.31,Loamy,Wheat,50,1,59,6.88,Optimal,Optimal,Optimal,Deficient,Optimal,TSP,SSP,Rock phosphate,Mustard cake,Vermicompost,Maintain pH,Maintain moisture,TSP
32.75,60.61,24.89,Clayey,Cotton,78,45,159,5.83,Acidic,Deficient,Optimal,Optimal,Excess,DAP,MOP,Rock phosphate,Poultry manure,Banana peel compost,Lime,Irrigation,DAP
26.84,62.94,72.74,Clayey,Cotton,51,22,141,6.69,Optimal,Excess,Optimal,Deficient,Excess,SSP,MOP,Rock phosphate,Oil cakes,Oil cakes,Maintain pH,Drainage,SSP
24.68,35.19,24.9,Loamy,Coffee,89,9,42,6.89,Optimal,Deficient,Optimal,Deficient,Optimal,SSP,MOP,Bone meal,Oilseed cakes,Bone meal,Maintain pH,Irrigation,SSP
28.17,61.11,39.89,Sandy,Soybean,88,7,104,6.29,Optimal,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Wood ash,Rhizobium inoculation,Maintain pH,Maintain moisture,SSP
20.0,59.73,76.55,Clayey,Maize,83,5,119,6.41,Optimal,Excess,Optimal,Deficient,Optimal,DAP,SSP,PSB,FYM,Wood ash,Maintain pH,Drainage,DAP
21.31,83.93,73.79,Loamy,Tea,11,24,36,6.85,Optimal,Excess,Deficient,Deficient,Deficient,Ammonium Sulphate,SOP,Vermicompost,Poultry manure,Wood ash,Maintain pH,Drainage,Ammonium Sulphate
17.64,84.68,51.48,Loamy,Tea,77,93,130,6.64,Optimal,Optimal,Optimal,Excess,Excess,DAP,SOP,Rock phosphate,FYM,Vermicompost,Maintain pH,Maintain moisture,DAP
19.13,44.17,42.67,Loamy,Wheat,24,77,0,7.19,Optimal,Optimal,Deficient,Optimal,Deficient,DAP,SOP,Vermicompost,Wood ash,Wood ash,Maintain pH,Maintain moisture,DAP
30.66,84.38,57.41,Loamy,Maize,98,96,77,6.74,Optimal,Optimal,Optimal,Excess,Optimal,DAP,SOP,Banana stem compost,Banana stem compost,PSB,Maintain pH,Maintain moisture,DAP
32.01,50.79,69.11,Loamy,Cotton,47,18,132,6.77,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,Rock phosphate,FYM,Poultry manure,Maintain pH,Maintain moisture,SSP
21.2,78.05,42.7,Clayey,Soybean,61,18,37,6.15,Optimal,Optimal,Optimal,Deficient,Deficient,MOP,SSP,Rock phosphate,Banana peel compost,Rock phosphate,Maintain pH,Maintain moisture,MOP
22.43,35.08,47.1,Clayey,Millets,54,52,46,6.83,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Wood ash,Rock phosphate,Rock phosphate,Maintain pH,Maintain moisture,DAP
28.44,35.4,28.47,Clayey,Soybean,88,77,109,6.41,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,MOP,Bone meal,Vermicompost,Wood ash,Maintain pH,Irrigation,DAP
32.45,38.3,16.32,Loamy,Cotton,4,39,36,7.63,Alkaline,Deficient,Deficient,Optimal,Deficient,Ammonium Sulphate,MOP,Vermicompost,Banana peel compost,Rock phosphate,Gypsum,Irrigation,Ammonium Sulphate
20.27,43.3,32.98,Loamy,Soybean,71,10,54,7.07,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,FYM,FYM,Maintain pH,Maintain moisture,DAP
25.48,62.74,41.8,Loamy,Cotton,21,87,122,6.66,Optimal,Optimal,Deficient,Excess,Excess,Urea,SOP,FYM,Vermicompost,FYM,Maintain pH,Maintain moisture,Urea
30.76,79.65,29.28,Loamy,Cotton,90,30,108,6.93,Optimal,Deficient,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Rock phosphate,Vermicompost,Maintain pH,Irrigation,DAP
29.49,66.49,62.53,Clayey,Rice,45,49,131,6.63,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,FYM,Wood ash,Banana pseudostem compost,Maintain pH,Maintain moisture,DAP
27.99,51.95,65.22,Clayey,Cotton,109,7,45,7.06,Optimal,Optimal,Excess,Deficient,Optimal,DAP,SSP,Poultry manure,Rock phosphate,Banana peel compost,Maintain pH,Maintain moisture,DAP
24.6,40.62,84.68,Loamy,Rice,28,2,119,6.82,Optimal,Excess,Deficient,Deficient,Optimal,Urea,TSP,Azolla,Bone meal,FYM,Maintain pH,Drainage,Urea
30.52,70.76,74.88,Loamy,Maize,45,8,154,7.04,Optimal,Excess,Optimal,Deficient,Excess,DAP,SSP,Rock phosphate,Wood ash,Green manure,Maintain pH,Drainage,DAP
30.0,82.09,50.73,Sandy,Cotton,101,29,45,6.82,Optimal,Optimal,Excess,Deficient,Optimal,DAP,SSP,Poultry manure,Ash,FYM,Maintain pH,Maintain moisture,DAP
18.85,62.85,67.46,Sandy,Coffee,40,70,41,7.48,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SOP,Rock phosphate,Compost,Rock phosphate,Maintain pH,Maintain moisture,DAP
21.48,72.18,18.4,Loamy,Tea,8,96,94,6.63,Optimal,Deficient,Deficient,Excess,Optimal,Ammonium Sulphate,SOP,Mustard cake,Wood ash,Wood ash,Maintain pH,Irrigation,Ammonium Sulphate
21.28,48.92,72.1,Loamy,Groundnut,49,82,90,7.4,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SSP,Banana compost,Neem cake,Rock phosphate,Maintain pH,Drainage,DAP
27.61,46.38,75.99,Loamy,Soybean,31,72,124,6.86,Optimal,Excess,Deficient,Optimal,Excess,DAP starter,MOP,FYM,Wood ash,Banana peel compost,Maintain pH,Drainage,DAP starter
24.88,79.27,61.34,Loamy,Cotton,69,27,76,7.08,Optimal,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Poultry manure,FYM,Rock phosphate,Maintain pH,Maintain moisture,SSP
25.85,85.53,46.93,Clayey,Pulses,15,50,41,6.29,Optimal,Optimal,Deficient,Optimal,Optimal,Starter DAP,MOP,Compost,Rhizobium inoculation,Wood ash,Maintain pH,Maintain moisture,Starter DAP
28.41,67.55,58.32,Loamy,Maize,104,21,60,7.17,Optimal,Optimal,Excess,Deficient,Optimal,SSP,MOP,Rock phosphate,PSB,FYM,Maintain pH,Maintain moisture,SSP
27.93,58.48,43.51,Sandy,Sugarcane,119,77,72,7.43,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SOP,FYM,Press mud compost,Wood ash,Maintain pH,Maintain moisture,DAP
30.32,43.4,50.48,Loamy,Cotton,77,80,165,6.84,Optimal,Optimal,Optimal,Optimal,Excess,DAP,MOP,Banana peel compost,Vermicompost,Rock phosphate,Maintain pH,Maintain moisture,DAP
24.08,81.22,61.86,Clayey,Maize,30,76,15,6.2,Optimal,Optimal,Deficient,Optimal,Deficient,Ammonium Nitrate,SOP,FYM,Wood ash,Green manure,Maintain pH,Maintain moisture,Ammonium Nitrate
23.88,58.76,22.24,Clayey,Millets,6,98,20,5.7,Acidic,Deficient,Deficient,Excess,Deficient,Urea (small doses),MOP,Green leaf manure,Banana peel powder,Green leaf manure,Lime,Light irrigation,Urea (small doses)
29.38,51.35,58.27,Clayey,Soybean,22,63,70,5.74,Acidic,Optimal,Deficient,Optimal,Optimal,DAP starter,MOP,Rhizobium inoculation,Rhizobium inoculation,Rock phosphate,Lime,Maintain moisture,DAP starter
23.12,40.45,72.14,Loamy,Tea,100,66,14,6.76,Optimal,Excess,Optimal,Optimal,Deficient,SOP,Rock Phosphate,Banana peel compost,Poultry manure,Mustard cake,Maintain pH,Drainage,SOP
16.47,94.43,46.2,Clayey,Coffee,15,16,158,6.6,Optimal,Optimal,Deficient,Deficient,Excess,Ammonium Sulphate,DAP,Compost,Bone meal,FYM,Maintain pH,Maintain moisture,Ammonium Sulphate
24.31,58.24,32.79,Sandy,Wheat,10,83,58,6.48,Optimal,Optimal,Deficient,Optimal,Optimal,Urea,MOP,Mustard cake,Poultry manure,Vermicompost,Maintain pH,Maintain moisture,Urea
16.33,87.44,29.1,Loamy,Tea,84,78,67,7.43,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SSP,Wood ash,Neem cake,Wood ash,Maintain pH,Irrigation,DAP
31.23,50.86,64.38,Sandy,Cotton,99,17,165,6.53,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,Rock phosphate,Rock phosphate,Vermicompost,Maintain pH,Maintain moisture,SSP
25.7,43.44,23.64,Clayey,Cotton,17,85,162,6.47,Optimal,Deficient,Deficient,Optimal,Excess,Ammonium Sulphate,SOP,Oil cakes,Banana peel compost,Vermicompost,Maintain pH,Irrigation,Ammonium Sulphate
17.97,53.14,53.57,Clayey,Tea,113,41,177,6.22,Optimal,Optimal,Excess,Optimal,Excess,DAP,SSP,Poultry manure,Vermicompost,Vermicompost,Maintain pH,Maintain moisture,DAP
23.69,35.8,82.91,Loamy,Groundnut,104,11,102,6.46,Optimal,Excess,Excess,Deficient,Optimal,SSP,MOP,Rock phosphate,FYM,FYM,Maintain pH,Drainage,SSP
22.12,40.33,19.95,Clayey,Soybean,86,63,139,6.71,Optimal,Deficient,Optimal,Optimal,Excess,DAP,SSP,Wood ash,Rock phosphate,Banana peel compost,Maintain pH,Irrigation,DAP
28.08,79.98,47.33,Loamy,Soybean,53,68,94,6.57,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Banana peel compost,Vermicompost,Rhizobium inoculation,Maintain pH,Maintain moisture,DAP
21.18,56.44,20.49,Clayey,Tea,72,96,90,6.24,Optimal,Deficient,Optimal,Excess,Optimal,DAP,SSP,Poultry manure,Banana peel compost,Vermicompost,Maintain pH,Irrigation,DAP
23.44,88.86,74.48,Clayey,Pulses,10,92,149,5.37,Acidic,Excess,Deficient,Excess,Excess,Starter DAP,MOP,Rhizobium inoculation,Wood ash,Poultry manure,Lime,Avoid waterlogging,Starter DAP
25.86,94.09,44.03,Clayey,Maize,46,1,179,5.62,Acidic,Optimal,Optimal,Deficient,Excess,DAP,SSP,Rock phosphate,Wood ash,Banana stem compost,Lime,Maintain moisture,DAP
21.22,49.03,28.99,Clayey,Groundnut,56,35,179,6.01,Optimal,Deficient,Optimal,Optimal,Excess,DAP,MOP,Rock phosphate,Banana compost,Rock phosphate,Maintain pH,Irrigation,DAP
30.54,51.73,79.85,Loamy,Maize,35,38,80,6.36,Optimal,Excess,Deficient,Optimal,Optimal,Urea,SOP,FYM,PSB,Green manure,Maintain pH,Drainage,Urea
23.57,76.08,81.9,Sandy,Soybean,16,15,70,7.88,Alkaline,Excess,Deficient,Deficient,Optimal,DAP starter,SSP,FYM,Bone meal,Vermicompost,Gypsum,Drainage,DAP starter
28.64,63.29,25.09,Loamy,Sugarcane,41,11,71,6.9,Optimal,Deficient,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Wood ash,Bone meal,Maintain pH,Continuous irrigation,DAP
26.35,72.37,22.49,Loamy,Cotton,64,2,20,6.49,Optimal,Deficient,Optimal,Deficient,Deficient,MOP,SSP,Rock phosphate,Ash,Rock phosphate,Maintain pH,Irrigation,MOP
23.66,41.22,69.44,Loamy,Tea,10,23,46,6.91,Optimal,Optimal,Deficient,Deficient,Optimal,Urea,Rock Phosphate,Neem cake,Poultry manure,Vermicompost,Maintain pH,Maintain moisture,Urea
21.66,89.02,81.43,Sandy,Pulses,74,18,101,6.92,Optimal,Excess,Optimal,Deficient,Optimal,DAP,SSP,Poultry manure,FYM,Wood ash,Maintain pH,Avoid waterlogging,DAP
27.15,77.17,69.26,Clayey,Maize,2,42,36,6.53,Optimal,Optimal,Deficient,Optimal,Deficient,Ammonium Nitrate,SOP,Green manure,Banana stem compost,Wood ash,Maintain pH,Maintain moisture,Ammonium Nitrate
21.26,62.2,18.24,Loamy,Coffee,68,61,86,6.82,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SOP,FYM,Banana stem compost,Rock phosphate,Maintain pH,Irrigation,DAP
24.84,86.48,22.98,Loamy,Coffee,114,30,6,6.19,Optimal,Deficient,Excess,Deficient,Deficient,SOP,DAP,Rock phosphate,Banana stem compost,Bone meal,Maintain pH,Irrigation,SOP
19.57,85.71,19.45,Sandy,Tea,42,26,142,7.8,Alkaline,Deficient,Optimal,Deficient,Excess,Rock Phosphate,SSP,Poultry manure,Banana peel compost,Banana peel compost,Sulphur,Irrigation,Rock Phosphate
33.2,59.8,64.58,Sandy,Groundnut,55,44,154,6.65,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Rock phosphate,Banana compost,Wood ash,Maintain pH,Maintain moisture,DAP
29.37,91.28,22.64,Sandy,Rice,3,12,69,8.5,Alkaline,Deficient,Deficient,Deficient,Optimal,Urea,TSP,Azolla,PSB,Banana pseudostem compost,Sulphur,Irrigation,Urea
27.63,42.34,80.35,Loamy,Rice,69,19,103,7.08,Optimal,Excess,Optimal,Deficient,Optimal,SSP,MOP,Bone meal,Banana pseudostem compost,Bone meal,Maintain pH,Drainage,SSP
23.37,54.71,54.1,Clayey,Maize,96,19,16,6.1,Optimal,Optimal,Optimal,Deficient,Deficient,SOP,DAP,Rock phosphate,Wood ash,Rock phosphate,Maintain pH,Maintain moisture,SOP
24.37,90.82,29.8,Loamy,Rice,73,49,104,6.86,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SSP,Vermicompost,Azolla,Bone meal,Maintain pH,Irrigation,DAP
18.24,54.54,23.51,Loamy,Tea,17,10,172,7.05,Optimal,Deficient,Deficient,Deficient,Excess,Ammonium Sulphate,Rock Phosphate,Neem cake,Rock phosphate,Wood ash,Maintain pH,Irrigation,Ammonium Sulphate
18.78,90.4,54.56,Clayey,Pulses,36,50,60,6.19,Optimal,Optimal,Deficient,Optimal,Optimal,Starter DAP,MOP,FYM,Poultry manure,Poultry manure,Maintain pH,Maintain moisture,Starter DAP
20.89,68.6,42.84,Loamy,Sugarcane,8,38,130,6.67,Optimal,Optimal,Deficient,Optimal,Excess,Urea,SOP,FYM,Press mud compost,Banana trash compost,Maintain pH,Maintain moisture,Urea
20.45,40.84,18.95,Clayey,Soybean,11,25,118,7.06,Optimal,Deficient,Deficient,Deficient,Optimal,DAP starter,SSP,FYM,Bone meal,Rhizobium inoculation,Maintain pH,Irrigation,DAP starter
27.23,39.83,30.61,Loamy,Soybean,105,4,175,6.74,Optimal,Optimal,Excess,Deficient,Excess,DAP,SSP,Bone meal,Vermicompost,Rhizobium inoculation,Maintain pH,Maintain moisture,DAP
25.71,58.93,76.04,Loamy,Pulses,119,89,129,6.03,Optimal,Excess,Excess,Excess,Excess,DAP,SSP,Poultry manure,Banana waste,Rhizobium inoculation,Maintain pH,Avoid waterlogging,DAP
34.62,39.85,59.77,Clayey,Rice,43,10,112,6.68,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Bone meal,FYM,Wood ash,Maintain pH,Maintain moisture,DAP
22.36,54.6,30.48,Clayey,Groundnut,56,59,119,5.74,Acidic,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Neem cake,Banana compost,Banana compost,Lime,Maintain moisture,DAP
33.4,64.09,79.88,Loamy,Sugarcane,76,5,104,6.8,Optimal,Excess,Optimal,Deficient,Optimal,SSP,MOP,Bone meal,FYM,Rock phosphate,Maintain pH,Drainage,SSP
25.14,70.57,83.29,Loamy,Rice,112,11,58,6.89,Optimal,Excess,Excess,Deficient,Optimal,DAP,SSP,PSB,Bone meal,Bone meal,Maintain pH,Drainage,DAP
28.12,40.45,76.65,Clayey,Millets,85,49,6,6.79,Optimal,Excess,Optimal,Optimal,Deficient,MOP,SSP,Wood ash,FYM,Green leaf manure,Maintain pH,Drainage,MOP
25.88,61.62,58.32,Clayey,Wheat,46,76,158,6.11,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Vermicompost,Poultry manure,Mustard cake,Maintain pH,Maintain moisture,DAP
25.79,87.22,42.22,Loamy,Pulses,91,31,101,6.97,Optimal,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Poultry manure,Poultry manure,Compost,Maintain pH,Maintain moisture,SSP
23.99,60.02,67.55,Loamy,Tea,70,76,20,6.42,Optimal,Optimal,Optimal,Optimal,Deficient,SOP,Rock Phosphate,Wood ash,Mustard cake,Neem cake,Maintain pH,Maintain moisture,SOP
18.91,79.49,53.25,Clayey,Tea,48,41,99,5.53,Acidic,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Poultry manure,Neem cake,Rock phosphate,(Prefers acidic),Maintain moisture,DAP
32.75,81.25,29.85,Loamy,Groundnut,6,81,108,7.08,Optimal,Deficient,Deficient,Optimal,Optimal,Light Urea,MOP,Neem cake,FYM,Wood ash,Maintain pH,Irrigation,Light Urea
20.15,57.03,21.7,Loamy,Pulses,39,68,151,7.14,Optimal,Deficient,Deficient,Optimal,Excess,Starter DAP,MOP,Rhizobium inoculation,Compost,Compost,Maintain pH,Irrigation,Starter DAP
15.5,75.06,29.01,Loamy,Wheat,52,58,7,7.2,Optimal,Deficient,Optimal,Optimal,Deficient,MOP,DAP,Banana peel manure,Azotobacter,Banana peel manure,Maintain pH,Irrigation (CRI/booting/grain filling),MOP
21.48,48.2,43.71,Clayey,Maize,83,76,110,6.75,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Wood ash,PSB,Wood ash,Maintain pH,Maintain moisture,DAP
28.21,40.12,28.08,Loamy,Sugarcane,101,79,67,6.93,Optimal,Deficient,Excess,Optimal,Optimal,DAP,SSP,Bone meal,Wood ash,Wood ash,Maintain pH,Continuous irrigation,DAP
18.22,78.36,60.91,Loamy,Maize,0,11,50,6.55,Optimal,Optimal,Deficient,Deficient,Optimal,Urea,DAP,Green manure,PSB,Banana stem compost,Maintain pH,Maintain moisture,Urea
31.91,48.94,57.07,Sandy,Pulses,34,58,178,6.86,Optimal,Optimal,Deficient,Optimal,Excess,Starter DAP,MOP,FYM,Compost,Compost,Maintain pH,Maintain moisture,Starter DAP
26.0,63.51,36.76,Clayey,Cotton,85,0,40,6.47,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Poultry manure,Ash,Rock phosphate,Maintain pH,Maintain moisture,DAP
33.04,62.24,21.28,Loamy,Groundnut,110,29,11,6.7,Optimal,Deficient,Excess,Deficient,Deficient,MOP,SSP,Rock phosphate,Wood ash,Wood ash,Maintain pH,Irrigation,MOP
26.31,68.13,26.35,Clayey,Rice,59,89,128,5.93,Acidic,Deficient,Optimal,Excess,Excess,DAP,SOP,Azolla,Bone meal,FYM,Lime,Irrigation,DAP
30.39,64.68,24.02,Clayey,Sugarcane,75,47,172,5.54,Acidic,Deficient,Optimal,Optimal,Excess,DAP,SSP,Green manure,Bone meal,Wood ash,Lime,Continuous irrigation,DAP
